0,2,2,Passive
2,0,2,NULL
4,1,2,Active
6,1,2,Active
8,1,2,Active
10,2,2,Passive
12,1,2,Active
14,1,2,Active
16,0,2,NULL
18,1,2,Active
20,0,2,NULL
22,2,2,Passive
24,1,2,Active
26,2,2,Passive
28,1,2,Active
30,0,4,NULL
34,2,2,Passive
36,0,2,NULL
38,1,2,Active
40,1,2,Active
42,0,2,NULL
44,2,2,Passive
46,2,2,Passive
48,1,2,Active
50,2,2,Passive
52,2,2,Passive
54,0,2,NULL
56,2,2,Passive
58,2,2,Passive
60,0,4,NULL
64,2,2,Passive
66,2,2,Passive
68,2,2,Passive
70,1,2,Active
72,0,2,NULL
74,1,2,Active
76,1,2,Active
78,2,2,Passive
80,2,2,Passive
82,2,2,Passive
84,1,2,Active
86,2,2,Passive
88,0,2,NULL
90,1,2,Active
92,0,6,NULL
98,1,2,Active
100,1,2,Active
102,2,2,Passive
104,2,2,Passive
106,0,2,NULL
108,1,2,Active
110,1,2,Active
112,0,2,NULL
114,1,2,Active
116,2,2,Passive
118,0,4,NULL
122,2,2,Passive
124,2,2,Passive
126,1,2,Active
128,2,2,Passive
130,1,2,Active
132,2,2,Passive
134,2,2,Passive
136,0,4,NULL
140,1,2,Active
142,2,2,Passive
144,0,2,NULL
146,2,2,Passive
148,2,2,Passive
150,2,2,Passive
152,0,2,NULL
154,2,2,Passive
156,1,2,Active
158,2,2,Passive
160,0,2,NULL
162,1,2,Active
164,1,2,Active
166,0,4,NULL
170,2,2,Passive
172,0,2,NULL
174,2,2,Passive
176,2,2,Passive
178,1,2,Active
180,0,4,NULL
184,2,2,Passive
186,2,2,Passive
188,1,2,Active
190,1,2,Active
192,0,2,NULL
194,1,2,Active
196,1,2,Active
198,0,2,NULL
200,2,2,Passive
202,2,2,Passive
204,1,2,Active
206,1,2,Active
208,2,2,Passive
210,2,2,Passive
212,2,2,Passive
214,0,2,NULL
216,1,2,Active
218,0,2,NULL
220,2,2,Passive
222,2,2,Passive
224,0,2,NULL
226,2,2,Passive
228,0,2,NULL
230,2,2,Passive
232,2,2,Passive
234,1,2,Active
236,0,2,NULL
238,1,2,Active
240,0,2,NULL
242,1,2,Active
244,0,4,NULL
248,1,2,Active
250,0,2,NULL
252,2,2,Passive
254,0,2,NULL
256,1,2,Active
258,0,2,NULL
260,1,2,Active
262,2,2,Passive
264,1,2,Active
266,0,4,NULL
270,2,2,Passive
272,2,2,Passive
274,0,8,NULL
282,2,2,Passive
284,1,2,Active
286,1,2,Active
288,2,2,Passive
290,1,2,Active
292,0,2,NULL
294,2,2,Passive
296,1,2,Active
298,2,2,Passive
300,0,8,NULL
308,2,2,Passive
310,1,2,Active
312,2,2,Passive
314,0,4,NULL
318,1,2,Active
320,1,2,Active
322,2,2,Passive
324,1,2,Active
326,0,2,NULL
328,1,2,Active
330,0,2,NULL
332,1,2,Active
334,0,2,NULL
336,1,2,Active
338,1,2,Active
340,1,2,Active
342,2,2,Passive
344,2,2,Passive
346,0,4,NULL
350,1,2,Active
352,1,2,Active
354,1,2,Active
356,1,2,Active
358,1,2,Active
