0,2,2,Passive
2,1,2,Active
4,2,2,Passive
6,1,2,Active
8,0,2,NULL
10,1,2,Active
12,1,2,Active
14,1,2,Active
16,0,2,NULL
18,1,2,Active
20,1,2,Active
22,2,2,Passive
24,1,2,Active
26,2,2,Passive
28,1,2,Active
30,1,2,Active
32,1,2,Active
34,1,2,Active
36,0,4,NULL
40,1,2,Active
42,2,2,Passive
44,2,2,Passive
46,0,2,NULL
48,1,2,Active
50,0,4,NULL
54,2,2,Passive
56,1,2,Active
58,0,2,NULL
60,2,2,Passive
62,2,2,Passive
64,0,2,NULL
66,2,2,Passive
68,0,2,NULL
70,1,2,Active
72,2,2,Passive
74,1,2,Active
76,1,2,Active
78,0,2,NULL
80,2,2,Passive
82,1,2,Active
84,1,2,Active
86,1,2,Active
88,0,2,NULL
90,2,2,Passive
92,2,2,Passive
94,2,2,Passive
96,1,2,Active
98,0,2,NULL
100,1,2,Active
102,1,2,Active
104,1,2,Active
106,1,2,Active
108,2,2,Passive
110,1,2,Active
112,2,2,Passive
114,0,6,NULL
120,1,2,Active
122,1,2,Active
124,0,4,NULL
128,2,2,Passive
130,0,2,NULL
132,1,2,Active
134,2,2,Passive
136,2,2,Passive
138,1,2,Active
140,0,2,NULL
142,1,2,Active
144,0,2,NULL
146,2,2,Passive
148,0,2,NULL
150,1,2,Active
152,0,2,NULL
154,2,2,Passive
156,1,2,Active
158,1,2,Active
160,0,2,NULL
162,1,2,Active
164,2,2,Passive
166,2,2,Passive
168,0,2,NULL
170,2,2,Passive
172,0,2,NULL
174,1,2,Active
176,1,2,Active
178,0,4,NULL
182,1,2,Active
184,0,2,NULL
186,2,2,Passive
188,1,2,Active
190,2,2,Passive
192,2,2,Passive
194,1,2,Active
196,0,2,NULL
198,2,2,Passive
200,2,2,Passive
202,0,4,NULL
206,2,2,Passive
208,1,2,Active
210,1,2,Active
212,0,2,NULL
214,1,2,Active
216,2,2,Passive
218,0,2,NULL
220,1,2,Active
222,1,2,Active
224,2,2,Passive
226,2,2,Passive
228,0,2,NULL
230,2,2,Passive
232,0,2,NULL
234,2,2,Passive
236,1,2,Active
238,2,2,Passive
240,0,2,NULL
242,1,2,Active
244,1,2,Active
246,1,2,Active
248,0,4,NULL
252,2,2,Passive
254,0,2,NULL
256,2,2,Passive
258,1,2,Active
260,2,2,Passive
262,2,2,Passive
264,0,2,NULL
266,2,2,Passive
268,2,2,Passive
270,1,2,Active
272,2,2,Passive
274,1,2,Active
276,0,6,NULL
282,2,2,Passive
284,2,2,Passive
286,2,2,Passive
288,0,4,NULL
292,1,2,Active
294,0,2,NULL
296,1,2,Active
298,0,2,NULL
300,1,2,Active
302,0,2,NULL
304,2,2,Passive
306,2,2,Passive
308,0,2,NULL
310,2,2,Passive
312,1,2,Active
314,0,4,NULL
318,1,2,Active
320,2,2,Passive
322,0,2,NULL
324,1,2,Active
326,0,2,NULL
328,2,2,Passive
330,2,2,Passive
332,0,6,NULL
338,2,2,Passive
340,2,2,Passive
342,0,2,NULL
344,2,2,Passive
346,2,2,Passive
348,0,2,NULL
350,2,2,Passive
352,2,2,Passive
354,2,2,Passive
356,0,2,NULL
358,1,2,Active
