SubjID,Run,Order,ItemNumber,Onset,Duration,Condition,Flip,Sentence,AgentName,AgentShape,PatientName,PatientShape
debug,1,D,57,0,0.12,Agent,1,Zach Star is being shaken by Melissa Oval.,Melissa,Oval,Zach,Star
debug,1,D,N/A,0.12599999998929,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,42,0.245999999984633,0.12,Agent,1,Melissa Oval is being shaken by Zach Star.,Zach,Star,Melissa,Oval
debug,1,D,N/A,0.371999999973923,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,41,0.451999999990221,0.12,Agent,1,Lily Triangle is being shaken by Zach Star.,Zach,Star,Lily,Triangle
debug,1,D,N/A,0.577999999979511,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,50,0.697999999974854,0.12,Agent,1,Lily Triangle is being bounced by Melissa Oval.,Melissa,Oval,Lily,Triangle
debug,1,D,N/A,0.823999999964144,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,58,0.903999999980442,0.12,Agent,1,Kyle Square is being balanced by Melissa Oval.,Melissa,Oval,Kyle,Square
debug,1,D,N/A,1.02999999996973,0.28,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,47,1.30999999999767,0.12,Agent,0,Melissa Oval is stopping Lily Triangle.,Melissa,Oval,Lily,Triangle
debug,1,D,N/A,1.43599999998696,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,18,1.47599999996601,0.12,Patient,1,Melissa Oval is being stopped by Lily Triangle.,Lily,Triangle,Melissa,Oval
debug,1,D,N/A,1.6019999999553,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,16,1.68199999997159,0.12,Patient,1,Kyle Square is being stopped by Lily Triangle.,Lily,Triangle,Kyle,Square
debug,1,D,N/A,1.80799999996088,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,31,1.88799999997718,0.12,Patient,0,Zach Star is stopping Kyle Square.,Zach,Star,Kyle,Square
debug,1,D,N/A,2.01399999996647,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,15,2.13399999996182,0.12,Agent,1,Melissa Oval is being balanced by Kyle Square.,Kyle,Square,Melissa,Oval
debug,1,D,N/A,2.25999999995111,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,51,2.37999999994645,0.12,Agent,0,Melissa Oval is bouncing Zach Star.,Melissa,Oval,Zach,Star
debug,1,D,59,2.50599999993574,0.12,Agent,1,Lily Triangle is being balanced by Melissa Oval.,Melissa,Oval,Lily,Triangle
debug,1,D,N/A,2.63199999992503,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,25,2.67199999990407,0.12,Agent,1,Kyle Square is being shaken by Lily Triangle.,Lily,Triangle,Kyle,Square
debug,1,D,N/A,2.79799999989336,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,54,2.83799999987241,0.12,Agent,1,Zach Star is being rolled by Melissa Oval.,Melissa,Oval,Zach,Star
debug,1,D,N/A,2.9639999998617,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,34,3.12399999983609,0.12,Agent,1,Kyle Square is being bounced by Zach Star.,Zach,Star,Kyle,Square
debug,1,D,N/A,3.24999999982538,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,48,3.40999999979977,0.12,Patient,0,Melissa Oval is stopping Zach Star.,Melissa,Oval,Zach,Star
debug,1,D,N/A,3.53599999978906,0.32,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,4,3.85599999979604,0.12,Patient,0,Kyle Square is bouncing Lily Triangle.,Kyle,Square,Lily,Triangle
debug,1,D,N/A,3.98199999978533,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,18,4.02199999976438,0.12,Agent,1,Melissa Oval is being stopped by Lily Triangle.,Lily,Triangle,Melissa,Oval
debug,1,D,N/A,4.14799999975367,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,56,4.26799999974901,0.12,Agent,0,Melissa Oval is shaking Lily Triangle.,Melissa,Oval,Lily,Triangle
debug,1,D,11,4.3939999997383,0.12,Patient,0,Kyle Square is shaking Zach Star.,Kyle,Square,Zach,Star
debug,1,D,N/A,4.51999999972759,0.2,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
debug,1,D,2,4.71999999973923,0.12,Agent,1,Zach Star is being stopped by Kyle Square.,Kyle,Square,Zach,Star
