SubjID,List,Run,Order,TrialNum,ItemNum,Condition,Type1,Type1_sameconstr,Type2,Type3,Onset,Response,RT,Correctness
2,1,1,1,1,60,DOPP_SEM_DIFF,DblObj,1,occ-name,occup_switch,0,2,0.82471037801588,1
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,2,70,DOPP_SYNT_DIFF,PP,1,occ-name,NA,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,3,40,ActPas_SEM_DIFF,passive,1,occ-name,noun_switch,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,4,48,DOPP_SEM_DIFF,DblObj,1,occ-name,obj_switch,,,,
2,1,1,1,5,56,DOPP_SEM_DIFF,DblObj,1,occ-name,obj_switch,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,6,72,DOPP_SEM_DIFF,PP,1,occ-name,occup_switch,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,7,13,ActPas_SEM_SAME,active,1,name-occ,noun_synon,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,8,20,ActPas_SEM_DIFF,active,1,occ-name,noun_switch,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,9,23,ActPas_SYNT_SAME,passive,0,name-occ,NA,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,10,15,ActPas_SYNT_SAME,active,0,name-occ,NA,,,,
2,1,1,1,11,54,DOPP_SYNT_DIFF,DblObj,0,occ-name,NA,,,,
2,1,1,1,12,69,DOPP_SEM_SAME,PP,1,name-occ,obj_synon,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,13,80,DOPP_SEM_DIFF,PP,1,occ-name,occup_switch,,,,
2,1,1,1,14,38,ActPas_SYNT_DIFF,passive,1,occ-name,NA,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,15,19,ActPas_SYNT_SAME,active,0,name-occ,NA,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,16,74,DOPP_SYNT_DIFF,PP,0,occ-name,NA,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,17,17,ActPas_SEM_SAME,active,1,name-occ,verb_synon,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,18,11,ActPas_SYNT_SAME,active,0,name-occ,NA,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,19,61,DOPP_SEM_SAME,PP,1,name-occ,occup_synon,,,,
2,1,1,1,20,41,DOPP_SEM_SAME,DblObj,1,name-occ,occup_synon,,,,
2,1,1,1,21,27,ActPas_SYNT_SAME,passive,0,name-occ,NA,,,,
2,1,1,1,22,21,ActPas_SEM_SAME,passive,1,name-occ,noun_synon,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,23,65,DOPP_SEM_SAME,PP,1,name-occ,occup_synon,,,,
2,1,1,1,24,1,ActPas_SEM_SAME,active,1,name-occ,noun_synon,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,25,73,DOPP_SEM_SAME,PP,1,name-occ,occup_synon,,,,
2,1,1,1,26,42,DOPP_SYNT_DIFF,DblObj,1,occ-name,NA,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,27,63,DOPP_SYNT_SAME,PP,0,name-occ,NA,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,28,78,DOPP_SYNT_DIFF,PP,0,occ-name,NA,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,29,59,DOPP_SYNT_SAME,DblObj,0,name-occ,NA,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,30,24,ActPas_SEM_DIFF,passive,1,occ-name,verb_switch,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,31,47,DOPP_SYNT_SAME,DblObj,0,name-occ,NA,,,,
2,1,1,1,32,67,DOPP_SYNT_SAME,PP,0,name-occ,NA,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,33,22,ActPas_SYNT_DIFF,passive,0,occ-name,NA,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,34,5,ActPas_SEM_SAME,active,1,name-occ,noun_synon,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,35,14,ActPas_SYNT_DIFF,active,0,occ-name,NA,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,36,6,ActPas_SYNT_DIFF,active,1,occ-name,NA,,,,
2,1,1,1,NA,NA,FIX,NA,NA,NA,NA,,NA,NA,NA
2,1,1,1,37,71,DOPP_SYNT_SAME,PP,0,name-occ,NA,,,,
2,1,1,1,38,12,ActPas_SEM_DIFF,active,1,occ-name,noun_switch,,,,
2,1,1,1,39,8,ActPas_SEM_DIFF,active,1,occ-name,verb_switch,,,,
