SubjID,Run,Order,ItemNumber,Onset,Duration,Condition,Flip,Sentence,AgentName,AgentShape,PatientName,PatientShape
reference,2,D,19,0,0.12,Agent,1,Kyle Square is being bounced by Lily Triangle.,Lily,Triangle,Kyle,Square
reference,2,D,N/A,0.12599999998929,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,43,0.205999999991036,0.12,Agent,0,Zach Star is balancing Kyle Square.,Zach,Star,Kyle,Square
reference,2,D,N/A,0.331999999980326,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,34,0.451999999975669,0.12,Agent,0,Zach Star is bouncing Kyle Square.,Zach,Star,Kyle,Square
reference,2,D,N/A,0.577999999964959,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,14,0.737999999968451,0.12,Patient,1,Zach Star is being balanced by Kyle Square.,Kyle,Square,Zach,Star
reference,2,D,N/A,0.863999999957741,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,45,1.02399999996123,0.12,Agent,1,Melissa Oval is being balanced by Zach Star.,Zach,Star,Melissa,Oval
reference,2,D,N/A,1.14999999995052,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,30,1.22999999995227,0.12,Agent,0,Lily Triangle is balancing Melissa Oval.,Lily,Triangle,Melissa,Oval
reference,2,D,58,1.35599999994156,0.12,Patient,0,Melissa Oval is balancing Kyle Square.,Melissa,Oval,Kyle,Square
reference,2,D,14,1.48199999993085,0.12,Agent,1,Zach Star is being balanced by Kyle Square.,Kyle,Square,Zach,Star
reference,2,D,1,1.60799999992014,0.12,Patient,0,Kyle Square is stopping Lily Triangle.,Kyle,Square,Lily,Triangle
reference,2,D,N/A,1.73399999990943,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,51,1.81399999991118,0.12,Agent,1,Zach Star is being bounced by Melissa Oval.,Melissa,Oval,Zach,Star
reference,2,D,33,1.93999999990046,0.12,Patient,1,Melissa Oval is being stopped by Zach Star.,Zach,Star,Melissa,Oval
reference,2,D,N/A,2.06599999988975,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,53,2.1859999998851,0.12,Patient,0,Melissa Oval is rolling Lily Triangle.,Melissa,Oval,Lily,Triangle
reference,2,D,N/A,2.31199999987439,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,45,2.43199999986973,0.12,Patient,1,Melissa Oval is being balanced by Zach Star.,Zach,Star,Melissa,Oval
reference,2,D,N/A,2.55799999985902,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,32,2.67799999985436,0.12,Agent,0,Zach Star is stopping Lily Triangle.,Zach,Star,Lily,Triangle
reference,2,D,N/A,2.80399999984365,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,11,2.84399999983725,0.12,Agent,1,Zach Star is being shaken by Kyle Square.,Kyle,Square,Zach,Star
reference,2,D,N/A,2.96999999982654,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,31,3.00999999982014,0.12,Agent,1,Kyle Square is being stopped by Zach Star.,Zach,Star,Kyle,Square
reference,2,D,N/A,3.13599999980943,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,46,3.21599999981117,0.12,Patient,1,Kyle Square is being stopped by Melissa Oval.,Melissa,Oval,Kyle,Square
reference,2,D,N/A,3.34199999980046,0.28,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,47,3.6219999997993,0.12,Patient,1,Lily Triangle is being stopped by Melissa Oval.,Melissa,Oval,Lily,Triangle
reference,2,D,N/A,3.74799999978859,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,2,3.78799999978219,0.12,Agent,0,Kyle Square is stopping Zach Star.,Kyle,Square,Zach,Star
reference,2,D,N/A,3.91399999977148,0.24,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,32,4.15399999977672,0.12,Patient,0,Zach Star is stopping Lily Triangle.,Zach,Star,Lily,Triangle
reference,2,D,N/A,4.27999999976601,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,34,4.35999999976775,0.12,Patient,0,Zach Star is bouncing Kyle Square.,Zach,Star,Kyle,Square
reference,2,D,20,4.48599999975704,0.12,Agent,1,Zach Star is being bounced by Lily Triangle.,Lily,Triangle,Zach,Star
reference,2,D,N/A,4.61199999974633,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,22,4.73199999974167,0.12,Patient,1,Kyle Square is being rolled by Lily Triangle.,Lily,Triangle,Kyle,Square
reference,2,D,N/A,4.85799999973096,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,37,4.89799999972456,0.12,Patient,0,Zach Star is rolling Kyle Square.,Zach,Star,Kyle,Square
reference,2,D,22,5.02399999971385,0.12,Agent,1,Kyle Square is being rolled by Lily Triangle.,Lily,Triangle,Kyle,Square
reference,2,D,N/A,5.14999999970314,0.24,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,D,4,5.38999999970838,0.12,Patient,1,Lily Triangle is being bounced by Kyle Square.,Kyle,Square,Lily,Triangle
