0,2,2,Passive
2,2,2,Passive
4,1,2,Active
6,0,4,NULL
10,1,2,Active
12,1,2,Active
14,2,2,Passive
16,1,2,Active
18,1,2,Active
20,2,2,Passive
22,2,2,Passive
24,0,2,NULL
26,2,2,Passive
28,0,2,NULL
30,2,2,Passive
32,1,2,Active
34,1,2,Active
36,0,2,NULL
38,1,2,Active
40,2,2,Passive
42,1,2,Active
44,2,2,Passive
46,0,4,NULL
50,1,2,Active
52,2,2,Passive
54,0,2,NULL
56,1,2,Active
58,1,2,Active
60,1,2,Active
62,2,2,Passive
64,1,2,Active
66,0,2,NULL
68,1,2,Active
70,0,2,NULL
72,1,2,Active
74,2,2,Passive
76,1,2,Active
78,1,2,Active
80,0,6,NULL
86,1,2,Active
88,1,2,Active
90,1,2,Active
92,2,2,Passive
94,1,2,Active
96,1,2,Active
98,0,4,NULL
102,1,2,Active
104,0,2,NULL
106,1,2,Active
108,0,2,NULL
110,2,2,Passive
112,0,2,NULL
114,2,2,Passive
116,2,2,Passive
118,0,2,NULL
120,2,2,Passive
122,0,2,NULL
124,2,2,Passive
126,1,2,Active
128,0,2,NULL
130,2,2,Passive
132,2,2,Passive
134,0,2,NULL
136,1,2,Active
138,0,4,NULL
142,1,2,Active
144,2,2,Passive
146,0,2,NULL
148,2,2,Passive
150,1,2,Active
152,2,2,Passive
154,0,2,NULL
156,1,2,Active
158,2,2,Passive
160,2,2,Passive
162,2,2,Passive
164,0,4,NULL
168,1,2,Active
170,0,2,NULL
172,2,2,Passive
174,2,2,Passive
176,1,2,Active
178,1,2,Active
180,2,2,Passive
182,0,2,NULL
184,1,2,Active
186,1,2,Active
188,1,2,Active
190,0,2,NULL
192,1,2,Active
194,0,4,NULL
198,1,2,Active
200,0,2,NULL
202,1,2,Active
204,1,2,Active
206,0,2,NULL
208,2,2,Passive
210,0,2,NULL
212,2,2,Passive
214,2,2,Passive
216,0,2,NULL
218,2,2,Passive
220,2,2,Passive
222,1,2,Active
224,2,2,Passive
226,2,2,Passive
228,0,4,NULL
232,2,2,Passive
234,0,2,NULL
236,1,2,Active
238,1,2,Active
240,1,2,Active
242,1,2,Active
244,0,2,NULL
246,1,2,Active
248,2,2,Passive
250,2,2,Passive
252,2,2,Passive
254,0,2,NULL
256,2,2,Passive
258,1,2,Active
260,1,2,Active
262,0,2,NULL
264,2,2,Passive
266,2,2,Passive
268,0,2,NULL
270,2,2,Passive
272,1,2,Active
274,0,2,NULL
276,2,2,Passive
278,1,2,Active
280,0,6,NULL
286,2,2,Passive
288,1,2,Active
290,1,2,Active
292,1,2,Active
294,2,2,Passive
296,2,2,Passive
298,0,4,NULL
302,2,2,Passive
304,0,2,NULL
306,1,2,Active
308,0,6,NULL
314,2,2,Passive
316,2,2,Passive
318,0,2,NULL
320,1,2,Active
322,2,2,Passive
324,2,2,Passive
326,0,2,NULL
328,1,2,Active
330,0,2,NULL
332,2,2,Passive
334,0,2,NULL
336,2,2,Passive
338,1,2,Active
340,2,2,Passive
342,1,2,Active
344,2,2,Passive
346,1,2,Active
348,0,2,NULL
350,1,2,Active
352,2,2,Passive
354,2,2,Passive
356,0,2,NULL
358,2,2,Passive
