0,2,2,Passive
2,0,2,NULL
4,2,2,Passive
6,2,2,Passive
8,1,2,Active
10,1,2,Active
12,2,2,Passive
14,1,2,Active
16,2,2,Passive
18,1,2,Active
20,0,2,NULL
22,2,2,Passive
24,2,2,Passive
26,2,2,Passive
28,0,2,NULL
30,2,2,Passive
32,1,2,Active
34,1,2,Active
36,0,2,NULL
38,1,2,Active
40,0,2,NULL
42,2,2,Passive
44,2,2,Passive
46,0,2,NULL
48,2,2,Passive
50,1,2,Active
52,2,2,Passive
54,0,4,NULL
58,2,2,Passive
60,1,2,Active
62,1,2,Active
64,0,2,NULL
66,2,2,Passive
68,1,2,Active
70,2,2,Passive
72,1,2,Active
74,0,2,NULL
76,2,2,Passive
78,0,2,NULL
80,1,2,Active
82,0,2,NULL
84,1,2,Active
86,1,2,Active
88,0,2,NULL
90,2,2,Passive
92,0,2,NULL
94,1,2,Active
96,0,4,NULL
100,1,2,Active
102,1,2,Active
104,2,2,Passive
106,2,2,Passive
108,2,2,Passive
110,0,2,NULL
112,2,2,Passive
114,0,2,NULL
116,1,2,Active
118,1,2,Active
120,1,2,Active
122,2,2,Passive
124,2,2,Passive
126,1,2,Active
128,0,2,NULL
130,1,2,Active
132,0,2,NULL
134,2,2,Passive
136,0,4,NULL
140,1,2,Active
142,1,2,Active
144,0,2,NULL
146,1,2,Active
148,1,2,Active
150,1,2,Active
152,1,2,Active
154,2,2,Passive
156,0,4,NULL
160,2,2,Passive
162,0,2,NULL
164,2,2,Passive
166,1,2,Active
168,2,2,Passive
170,2,2,Passive
172,2,2,Passive
174,1,2,Active
176,2,2,Passive
178,2,2,Passive
180,0,2,NULL
182,2,2,Passive
184,0,4,NULL
188,2,2,Passive
190,1,2,Active
192,0,2,NULL
194,1,2,Active
196,0,2,NULL
198,2,2,Passive
200,2,2,Passive
202,2,2,Passive
204,0,2,NULL
206,1,2,Active
208,2,2,Passive
210,0,2,NULL
212,2,2,Passive
214,0,2,NULL
216,2,2,Passive
218,2,2,Passive
220,1,2,Active
222,1,2,Active
224,0,2,NULL
226,2,2,Passive
228,1,2,Active
230,2,2,Passive
232,1,2,Active
234,0,4,NULL
238,2,2,Passive
240,2,2,Passive
242,2,2,Passive
244,1,2,Active
246,0,6,NULL
252,1,2,Active
254,1,2,Active
256,0,2,NULL
258,1,2,Active
260,0,4,NULL
264,1,2,Active
266,2,2,Passive
268,2,2,Passive
270,1,2,Active
272,1,2,Active
274,2,2,Passive
276,0,6,NULL
282,1,2,Active
284,2,2,Passive
286,0,4,NULL
290,1,2,Active
292,1,2,Active
294,1,2,Active
296,0,4,NULL
300,1,2,Active
302,0,2,NULL
304,1,2,Active
306,0,2,NULL
308,1,2,Active
310,1,2,Active
312,2,2,Passive
314,2,2,Passive
316,0,2,NULL
318,1,2,Active
320,1,2,Active
322,0,2,NULL
324,1,2,Active
326,2,2,Passive
328,0,4,NULL
332,2,2,Passive
334,1,2,Active
336,1,2,Active
338,0,4,NULL
342,2,2,Passive
344,2,2,Passive
346,0,2,NULL
348,2,2,Passive
350,2,2,Passive
352,1,2,Active
354,1,2,Active
356,2,2,Passive
358,0,2,NULL
