SubjID,Run,Order,ItemNumber,Onset,Duration,Condition,Flip,Sentence,AgentName,AgentShape,PatientName,PatientShape
reference,1,A,52,0,0.12,Agent,1,Kyle Square is being rolled by Melissa Oval.,Melissa,Oval,Kyle,Square
reference,1,A,30,0.12599999998929,0.12,Agent,1,Melissa Oval is being balanced by Lily Triangle.,Lily,Triangle,Melissa,Oval
reference,1,A,N/A,0.25199999997858,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,55,0.371999999973923,0.12,Patient,0,Melissa Oval is shaking Kyle Square.,Melissa,Oval,Kyle,Square
reference,1,A,27,0.497999999963213,0.12,Agent,1,Melissa Oval is being shaken by Lily Triangle.,Lily,Triangle,Melissa,Oval
reference,1,A,N/A,0.623999999952503,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,16,0.743999999947846,0.12,Agent,1,Kyle Square is being stopped by Lily Triangle.,Lily,Triangle,Kyle,Square
reference,1,A,N/A,0.869999999937136,0.2,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,20,1.06999999993423,0.12,Patient,0,Lily Triangle is bouncing Zach Star.,Lily,Triangle,Zach,Star
reference,1,A,N/A,1.19599999992352,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,13,1.35599999992701,0.12,Patient,0,Kyle Square is balancing Lily Triangle.,Kyle,Square,Lily,Triangle
reference,1,A,N/A,1.4819999999163,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,43,1.64199999991979,0.12,Agent,1,Kyle Square is being balanced by Zach Star.,Zach,Star,Kyle,Square
reference,1,A,N/A,1.76799999990908,0.36,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,8,2.12799999990966,0.12,Agent,1,Zach Star is being rolled by Kyle Square.,Kyle,Square,Zach,Star
reference,1,A,N/A,2.25399999989895,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,19,2.37399999989429,0.12,Patient,0,Lily Triangle is bouncing Kyle Square.,Lily,Triangle,Kyle,Square
reference,1,A,30,2.49999999988358,0.12,Patient,1,Melissa Oval is being balanced by Lily Triangle.,Lily,Triangle,Melissa,Oval
reference,1,A,48,2.62599999987287,0.12,Patient,1,Zach Star is being stopped by Melissa Oval.,Melissa,Oval,Zach,Star
reference,1,A,54,2.75199999986216,0.12,Agent,1,Zach Star is being rolled by Melissa Oval.,Melissa,Oval,Zach,Star
reference,1,A,N/A,2.87799999985145,0.32,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,2,3.19799999985844,0.12,Agent,0,Kyle Square is stopping Zach Star.,Kyle,Square,Zach,Star
reference,1,A,N/A,3.32399999984773,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,9,3.40399999984947,0.12,Agent,0,Kyle Square is rolling Melissa Oval.,Kyle,Square,Melissa,Oval
reference,1,A,N/A,3.52999999983876,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,58,3.64999999983411,0.12,Agent,1,Kyle Square is being balanced by Melissa Oval.,Melissa,Oval,Kyle,Square
reference,1,A,N/A,3.7759999998234,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,24,3.815999999817,0.12,Patient,0,Lily Triangle is rolling Melissa Oval.,Lily,Triangle,Melissa,Oval
reference,1,A,N/A,3.94199999980628,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,7,4.10199999980978,0.12,Patient,0,Kyle Square is rolling Lily Triangle.,Kyle,Square,Lily,Triangle
reference,1,A,N/A,4.22799999979907,0.4,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,59,4.62799999979325,0.12,Agent,1,Lily Triangle is being balanced by Melissa Oval.,Melissa,Oval,Lily,Triangle
reference,1,A,44,4.75399999978254,0.12,Patient,0,Zach Star is balancing Lily Triangle.,Zach,Star,Lily,Triangle
reference,1,A,N/A,4.87999999977183,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,21,4.95999999977357,0.12,Patient,1,Melissa Oval is being bounced by Lily Triangle.,Lily,Triangle,Melissa,Oval
reference,1,A,N/A,5.08599999976286,0.28,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,31,5.3659999997617,0.12,Agent,1,Kyle Square is being stopped by Zach Star.,Zach,Star,Kyle,Square
