SubjID,Run,Order,ItemNumber,Onset,Duration,Condition,Flip,Sentence,AgentName,AgentShape,PatientName,PatientShape
reference,1,D,57,0,0.12,Agent,1,Zach Star is being shaken by Melissa Oval.,Melissa,Oval,Zach,Star
reference,1,D,N/A,0.12599999998929,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,D,42,0.245999999984633,0.12,Agent,1,Melissa Oval is being shaken by Zach Star.,Zach,Star,Melissa,Oval
reference,1,D,N/A,0.371999999973923,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,D,41,0.451999999975669,0.12,Agent,1,Lily Triangle is being shaken by Zach Star.,Zach,Star,Lily,Triangle
reference,1,D,N/A,0.577999999964959,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,D,50,0.697999999960302,0.12,Agent,1,Lily Triangle is being bounced by Melissa Oval.,Melissa,Oval,Lily,Triangle
reference,1,D,N/A,0.823999999949592,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,D,58,0.903999999951338,0.12,Agent,1,Kyle Square is being balanced by Melissa Oval.,Melissa,Oval,Kyle,Square
reference,1,D,N/A,1.02999999994063,0.28,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,D,47,1.30999999993946,0.12,Agent,0,Melissa Oval is stopping Lily Triangle.,Melissa,Oval,Lily,Triangle
reference,1,D,N/A,1.43599999992875,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,D,18,1.47599999992235,0.12,Patient,1,Melissa Oval is being stopped by Lily Triangle.,Lily,Triangle,Melissa,Oval
reference,1,D,N/A,1.60199999991164,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,D,16,1.68199999991339,0.12,Patient,1,Kyle Square is being stopped by Lily Triangle.,Lily,Triangle,Kyle,Square
reference,1,D,N/A,1.80799999990268,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,D,31,1.88799999990442,0.12,Patient,0,Zach Star is stopping Kyle Square.,Zach,Star,Kyle,Square
reference,1,D,N/A,2.01399999989371,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,D,15,2.13399999988906,0.12,Agent,1,Melissa Oval is being balanced by Kyle Square.,Kyle,Square,Melissa,Oval
reference,1,D,N/A,2.25999999987835,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,D,51,2.37999999987369,0.12,Agent,0,Melissa Oval is bouncing Zach Star.,Melissa,Oval,Zach,Star
reference,1,D,59,2.50599999986298,0.12,Agent,1,Lily Triangle is being balanced by Melissa Oval.,Melissa,Oval,Lily,Triangle
reference,1,D,N/A,2.63199999985227,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,D,25,2.67199999984587,0.12,Agent,1,Kyle Square is being shaken by Lily Triangle.,Lily,Triangle,Kyle,Square
reference,1,D,N/A,2.79799999983516,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,D,54,2.83799999982875,0.12,Agent,1,Zach Star is being rolled by Melissa Oval.,Melissa,Oval,Zach,Star
reference,1,D,N/A,2.96399999981804,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,D,34,3.12399999982154,0.12,Agent,1,Kyle Square is being bounced by Zach Star.,Zach,Star,Kyle,Square
reference,1,D,N/A,3.24999999981083,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,D,48,3.40999999981432,0.12,Patient,0,Melissa Oval is stopping Zach Star.,Melissa,Oval,Zach,Star
reference,1,D,N/A,3.53599999980361,0.32,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
